DATE,DailyAverageDryBulbTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature
2018-12-21T23:59:00,59,66,51
2018-12-22T23:59:00,56,65,47
2018-12-23T23:59:00,58,64,51
2018-12-24T23:59:00,57,63,50
2018-12-25T23:59:00,55,60,50
2018-12-26T23:59:00,56,63,48
2018-12-27T23:59:00,55,62,47
2018-12-28T23:59:00,54,63,44
2018-12-29T23:59:00,51,61,41
2018-12-30T23:59:00,52,61,43
2018-12-31T23:59:00,53,60,45
2019-01-01T23:59:00,51,61,41
2019-01-03T23:59:00,53,64,42
2019-01-04T23:59:00,51,62,40
2019-01-05T23:59:00,55,60,49
2019-01-06T23:59:00,56,62,50
2019-01-07T23:59:00,58,66,50
2019-01-08T23:59:00,60,70,50
2019-01-09T23:59:00,56,64,48
2019-01-10T23:59:00,57,63,51
2019-01-11T23:59:00,56,62,49
2019-01-12T23:59:00,56,61,51
2019-01-13T23:59:00,56,64,48
2019-01-14T23:59:00,58,62,54
2019-01-15T23:59:00,59,63,55
2019-01-16T23:59:00,63,68,57
2019-01-17T23:59:00,61,62,59
2019-01-18T23:59:00,59,64,54
2019-01-19T23:59:00,61,71,50
2019-01-20T23:59:00,64,74,53
2019-01-21T23:59:00,57,62,51
2019-01-22T23:59:00,58,70,45
2019-01-23T23:59:00,57,69,45
2019-01-24T23:59:00,61,76,46
2019-01-25T23:59:00,63,76,49
2019-01-26T23:59:00,64,76,52
2019-01-27T23:59:00,63,75,51
2019-01-28T23:59:00,61,71,51
2019-01-29T23:59:00,59,66,52
2019-01-30T23:59:00,61,65,56
2019-01-31T23:59:00,58,63,53
2019-02-01T23:59:00,57,63,51
2019-02-02T23:59:00,59,65,53
2019-02-03T23:59:00,57,62,51
2019-02-04T23:59:00,58,62,53
2019-02-05T23:59:00,55,58,52
2019-02-06T23:59:00,49,57,41
2019-02-07T23:59:00,51,60,41
2019-02-08T23:59:00,52,62,41
2019-02-09T23:59:00,54,59,48
2019-02-10T23:59:00,53,60,45
2019-02-11T23:59:00,51,59,42
2019-02-12T23:59:00,57,71,42
2019-02-13T23:59:00,60,67,52
2019-02-14T23:59:00,59,64,53
2019-02-15T23:59:00,56,61,51
2019-02-16T23:59:00,55,60,50
2019-02-17T23:59:00,55,59,50
2019-02-18T23:59:00,49,56,42
2019-02-19T23:59:00,50,60,40
2019-02-20T23:59:00,50,57,42
2019-02-21T23:59:00,50,57,42
2019-02-22T23:59:00,49,58,39
2019-02-23T23:59:00,52,62,42
2019-02-24T23:59:00,53,62,43
2019-02-25T23:59:00,55,65,45
2019-02-26T23:59:00,54,62,46
2019-02-27T23:59:00,56,62,50
2019-02-28T23:59:00,62,68,55
2019-03-01T23:59:00,61,64,57
2019-03-02T23:59:00,59,61,56
2019-03-03T23:59:00,59,62,55
2019-03-04T23:59:00,57,61,52
2019-03-05T23:59:00,58,68,48
2019-03-06T23:59:00,63,67,58
2019-03-07T23:59:00,58,62,53
2019-03-08T23:59:00,54,58,49
2019-03-09T23:59:00,53,59,46
2019-03-10T23:59:00,53,59,47
2019-03-11T23:59:00,54,59,49
2019-03-12T23:59:00,56,62,50
2019-03-13T23:59:00,57,62,51
2019-03-14T23:59:00,61,72,50
2019-03-15T23:59:00,64,75,52
2019-03-16T23:59:00,64,75,53
2019-03-17T23:59:00,62,72,51
2019-03-18T23:59:00,62,69,54
2019-03-19T23:59:00,59,64,53
2019-03-20T23:59:00,61,66,55
2019-03-21T23:59:00,57,62,52
2019-03-22T23:59:00,56,62,49
2019-03-23T23:59:00,57,63,50
2019-03-24T23:59:00,60,65,54
2019-03-25T23:59:00,58,66,50
2019-03-26T23:59:00,59,66,51
2019-03-27T23:59:00,61,65,56
2019-03-28T23:59:00,60,65,54
2019-03-29T23:59:00,57,64,50
2019-03-30T23:59:00,60,69,51
2019-03-31T23:59:00,66,78,54
2019-04-01T23:59:00,71,80,61
2019-04-02T23:59:00,62,66,57
2019-04-03T23:59:00,62,65,58
2019-04-04T23:59:00,61,65,56
2019-04-05T23:59:00,61,65,56
2019-04-06T23:59:00,62,66,57
2019-04-07T23:59:00,64,73,55
2019-04-08T23:59:00,69,79,58
2019-04-09T23:59:00,63,69,57
2019-04-10T23:59:00,61,70,51
2019-04-11T23:59:00,60,67,53
2019-04-12T23:59:00,62,67,56
2019-04-13T23:59:00,62,71,53
2019-04-14T23:59:00,63,71,54
2019-04-15T23:59:00,60,64,56
2019-04-16T23:59:00,61,64,58
2019-04-17T23:59:00,63,70,55
2019-04-18T23:59:00,65,73,56
2019-04-19T23:59:00,62,66,58
2019-04-20T23:59:00,61,63,58
2019-04-21T23:59:00,60,64,56
2019-04-22T23:59:00,60,66,54
2019-04-23T23:59:00,62,67,56
2019-04-24T23:59:00,64,69,58
2019-04-25T23:59:00,63,68,58
2019-04-26T23:59:00,63,66,59
2019-04-27T23:59:00,63,67,59
2019-04-28T23:59:00,65,69,60
2019-04-29T23:59:00,62,66,58
2019-04-30T23:59:00,60,63,57
2019-05-01T23:59:00,63,66,59
2019-05-02T23:59:00,62,67,57
2019-05-03T23:59:00,64,67,60
2019-05-04T23:59:00,63,67,58
2019-05-05T23:59:00,63,67,59
2019-05-06T23:59:00,64,68,59
2019-05-07T23:59:00,62,66,58
2019-05-08T23:59:00,62,64,59
2019-05-09T23:59:00,62,65,59
2019-05-10T23:59:00,63,68,58
2019-05-11T23:59:00,65,70,60
2019-05-12T23:59:00,66,70,61
2019-05-13T23:59:00,66,68,63
2019-05-14T23:59:00,66,69,63
2019-05-15T23:59:00,64,66,62
2019-05-16T23:59:00,63,66,60
2019-05-17T23:59:00,62,66,58
2019-05-18T23:59:00,61,68,54
2019-05-19T23:59:00,62,67,56
2019-05-20T23:59:00,61,65,57
2019-05-21T23:59:00,61,64,57
2019-05-22T23:59:00,61,64,58
2019-05-23T23:59:00,61,65,57
2019-05-24T23:59:00,61,68,54
2019-05-25T23:59:00,62,67,56
2019-05-26T23:59:00,60,62,57
2019-05-27T23:59:00,60,64,56
2019-05-28T23:59:00,60,67,53
2019-05-29T23:59:00,63,68,57
2019-05-30T23:59:00,64,67,61
2019-05-31T23:59:00,64,66,61
2019-06-01T23:59:00,63,66,59
2019-06-02T23:59:00,63,65,60
2019-06-03T23:59:00,64,66,61
2019-06-04T23:59:00,64,66,61
2019-06-05T23:59:00,64,66,61
2019-06-06T23:59:00,64,66,61
2019-06-07T23:59:00,64,67,61
2019-06-08T23:59:00,65,68,61
2019-06-09T23:59:00,67,74,59
2019-06-10T23:59:00,72,84,60
2019-06-11T23:59:00,68,74,62
2019-06-12T23:59:00,67,71,63
2019-06-13T23:59:00,64,67,61
2019-06-14T23:59:00,65,68,62
2019-06-15T23:59:00,67,70,63
2019-06-16T23:59:00,65,67,63
2019-06-17T23:59:00,64,65,62
2019-06-18T23:59:00,64,67,61
2019-06-19T23:59:00,66,70,61
2019-06-20T23:59:00,66,70,62
2019-06-21T23:59:00,66,69,62
2019-06-22T23:59:00,67,71,63
2019-06-23T23:59:00,69,72,65
2019-06-24T23:59:00,66,69,63
2019-06-25T23:59:00,64,65,62
2019-06-26T23:59:00,66,69,62
2019-06-27T23:59:00,67,71,63
2019-06-28T23:59:00,68,73,63
2019-06-29T23:59:00,70,76,63
2019-06-30T23:59:00,73,79,67
2019-07-01T23:59:00,68,73,63
2019-07-02T23:59:00,68,73,63
2019-07-03T23:59:00,68,71,64
2019-07-04T23:59:00,68,71,65
2019-07-05T23:59:00,69,72,65
2019-07-06T23:59:00,68,70,65
2019-07-07T23:59:00,68,71,64
2019-07-08T23:59:00,68,72,64
2019-07-09T23:59:00,70,74,66
2019-07-10T23:59:00,70,74,65
2019-07-11T23:59:00,71,75,66
2019-07-12T23:59:00,70,74,66
2019-07-13T23:59:00,70,74,65
2019-07-14T23:59:00,69,73,65
2019-07-15T23:59:00,70,75,65
2019-07-16T23:59:00,70,74,65
2019-07-17T23:59:00,69,72,65
2019-07-18T23:59:00,70,74,66
2019-07-19T23:59:00,68,71,65
2019-07-20T23:59:00,71,74,67
2019-07-21T23:59:00,72,75,68
2019-07-22T23:59:00,73,77,68
2019-07-23T23:59:00,76,82,70
2019-07-24T23:59:00,77,83,71
2019-07-25T23:59:00,79,85,72
2019-07-26T23:59:00,77,83,71
2019-07-27T23:59:00,75,78,71
2019-07-28T23:59:00,72,77,67
2019-07-29T23:59:00,71,75,67
2019-07-30T23:59:00,71,74,67
2019-07-31T23:59:00,70,74,66
2019-08-01T23:59:00,72,76,68
2019-08-02T23:59:00,72,75,68
2019-08-03T23:59:00,71,75,67
2019-08-04T23:59:00,72,77,66
2019-08-05T23:59:00,71,76,66
2019-08-06T23:59:00,72,76,68
2019-08-07T23:59:00,70,73,67
2019-08-08T23:59:00,70,74,66
2019-08-09T23:59:00,70,75,64
2019-08-10T23:59:00,70,75,64
2019-08-11T23:59:00,69,73,65
2019-08-12T23:59:00,68,73,63
2019-08-13T23:59:00,69,74,64
2019-08-14T23:59:00,70,75,64
2019-08-15T23:59:00,69,74,64
2019-08-16T23:59:00,69,73,65
2019-08-17T23:59:00,69,72,65
2019-08-18T23:59:00,70,73,67
2019-08-19T23:59:00,72,75,68
2019-08-20T23:59:00,72,77,67
2019-08-21T23:59:00,71,78,64
2019-08-22T23:59:00,69,72,65
2019-08-23T23:59:00,70,74,66
2019-08-24T23:59:00,71,76,65
2019-08-25T23:59:00,76,84,68
2019-08-26T23:59:00,77,83,71
2019-08-27T23:59:00,74,78,70
2019-08-28T23:59:00,73,76,69
2019-08-29T23:59:00,74,78,69
2019-08-30T23:59:00,75,79,70
2019-08-31T23:59:00,75,80,69
2019-09-01T23:59:00,75,79,70
2019-09-02T23:59:00,78,86,70
2019-09-03T23:59:00,79,85,73
2019-09-04T23:59:00,80,87,73
2019-09-05T23:59:00,79,84,74
2019-09-06T23:59:00,79,85,72
2019-09-07T23:59:00,76,81,71
2019-09-08T23:59:00,72,76,67
2019-09-09T23:59:00,71,75,66
2019-09-10T23:59:00,71,75,67
2019-09-11T23:59:00,71,76,66
2019-09-12T23:59:00,72,78,66
2019-09-13T23:59:00,75,81,68
2019-09-14T23:59:00,77,87,67
2019-09-15T23:59:00,76,84,68
2019-09-16T23:59:00,74,78,69
2019-09-17T23:59:00,71,76,65
2019-09-18T23:59:00,69,75,62
2019-09-19T23:59:00,70,74,65
2019-09-20T23:59:00,68,75,61
2019-09-21T23:59:00,71,77,64
2019-09-22T23:59:00,74,83,64
2019-09-23T23:59:00,69,75,63
2019-09-24T23:59:00,68,77,59
2019-09-25T23:59:00,71,75,66
2019-09-26T23:59:00,71,74,68
2019-09-27T23:59:00,70,72,67
2019-09-28T23:59:00,68,72,64
2019-09-29T23:59:00,65,70,59
2019-09-30T23:59:00,63,71,55
2019-10-01T23:59:00,63,70,56
2019-10-02T23:59:00,65,73,56
2019-10-03T23:59:00,65,72,57
2019-10-04T23:59:00,64,72,55
2019-10-05T23:59:00,64,74,53
2019-10-06T23:59:00,67,78,55
2019-10-07T23:59:00,67,77,57
2019-10-08T23:59:00,64,73,54
2019-10-09T23:59:00,66,69,62
2019-10-10T23:59:00,66,72,59
2019-10-11T23:59:00,72,88,56
2019-10-12T23:59:00,64,73,55
2019-10-13T23:59:00,63,70,56
2019-10-14T23:59:00,66,70,61
2019-10-15T23:59:00,64,72,56
2019-10-16T23:59:00,70,81,59
2019-10-17T23:59:00,67,72,61
2019-10-18T23:59:00,66,72,59
2019-10-19T23:59:00,65,74,56
2019-10-20T23:59:00,64,73,55
2019-10-21T23:59:00,75,89,61
2019-10-22T23:59:00,77,91,63
2019-10-23T23:59:00,74,84,63
2019-10-24T23:59:00,77,92,61
2019-10-25T23:59:00,78,91,65
2019-10-26T23:59:00,73,84,61
2019-10-27T23:59:00,63,68,58
2019-10-28T23:59:00,66,78,53
2019-10-29T23:59:00,60,69,51
2019-10-30T23:59:00,65,78,51
2019-10-31T23:59:00,61,75,46
2019-11-01T23:59:00,63,75,50
2019-11-02T23:59:00,63,75,51
2019-11-03T23:59:00,62,74,49
2019-11-04T23:59:00,61,71,51
2019-11-05T23:59:00,61,70,51
2019-11-06T23:59:00,61,66,56
2019-11-07T23:59:00,62,67,56
2019-11-08T23:59:00,61,71,51
2019-11-09T23:59:00,70,81,58
2019-11-10T23:59:00,60,67,53
2019-11-11T23:59:00,61,66,55
2019-11-12T23:59:00,61,68,53
2019-11-13T23:59:00,60,66,54
2019-11-14T23:59:00,62,67,57
2019-11-15T23:59:00,61,67,55
2019-11-16T23:59:00,59,68,50
2019-11-17T23:59:00,72,89,54
2019-11-18T23:59:00,76,91,60
2019-11-19T23:59:00,68,77,59
2019-11-20T23:59:00,57,62,52
2019-11-21T23:59:00,59,64,54
2019-11-22T23:59:00,59,67,51
2019-11-23T23:59:00,62,71,52
2019-11-24T23:59:00,61,71,51
2019-11-25T23:59:00,59,68,49
2019-11-26T23:59:00,59,67,51
2019-11-27T23:59:00,55,62,48
2019-11-28T23:59:00,53,58,48
2019-11-29T23:59:00,52,57,46
2019-11-30T23:59:00,54,62,46
2019-12-01T23:59:00,56,63,48
2019-12-02T23:59:00,59,68,49
2019-12-03T23:59:00,59,66,52
2019-12-04T23:59:00,59,61,56
2019-12-05T23:59:00,60,66,53
2019-12-06T23:59:00,60,68,52
2019-12-07T23:59:00,62,65,59
2019-12-08T23:59:00,59,62,56
2019-12-09T23:59:00,57,63,50
2019-12-10T23:59:00,57,65,48
2019-12-11T23:59:00,56,65,47
2019-12-12T23:59:00,58,65,50
2019-12-13T23:59:00,59,68,50
2019-12-14T23:59:00,60,63,57
2019-12-15T23:59:00,56,62,49
2019-12-16T23:59:00,58,70,46
2019-12-17T23:59:00,56,70,41
2019-12-18T23:59:00,53,62,43
2019-12-19T23:59:00,52,62,42
2019-12-20T23:59:00,60,75,45
2019-12-21T23:59:00,60,71,48
2019-12-22T23:59:00,59,65,52
2019-12-23T23:59:00,55,57,52
2019-12-24T23:59:00,55,60,50
2019-12-25T23:59:00,53,58,47
2019-12-26T23:59:00,49,55,43
2019-12-27T23:59:00,50,59,41
2019-12-28T23:59:00,51,59,43
2019-12-29T23:59:00,54,62,45
2019-12-30T23:59:00,55,60,50
2019-12-31T23:59:00,60,70,50
2020-01-01T23:59:00,56,64,48
2020-01-02T23:59:00,58,66,49
2020-01-03T23:59:00,59,69,49
2020-01-04T23:59:00,57,67,47
2020-01-05T23:59:00,54,63,45
2020-01-06T23:59:00,65,82,48
2020-01-07T23:59:00,61,73,48
2020-01-08T23:59:00,53,60,46
2020-01-09T23:59:00,55,60,49
2020-01-10T23:59:00,53,62,43
2020-01-11T23:59:00,52,60,43
2020-01-12T23:59:00,55,62,47
2020-01-13T23:59:00,55,61,48
2020-01-14T23:59:00,54,60,47
2020-01-15T23:59:00,53,61,44
2020-01-16T23:59:00,54,59,48
2020-01-17T23:59:00,55,60,49
2020-01-18T23:59:00,55,67,43
2020-01-19T23:59:00,58,71,45
2020-01-20T23:59:00,57,63,51
2020-01-21T23:59:00,54,58,50
2020-01-22T23:59:00,55,61,48
2020-01-23T23:59:00,57,67,47
2020-01-24T23:59:00,56,64,47
2020-01-25T23:59:00,54,59,49
2020-01-26T23:59:00,57,60,53
2020-01-27T23:59:00,57,64,49
2020-01-28T23:59:00,58,67,48
2020-01-29T23:59:00,61,74,47
2020-01-30T23:59:00,63,73,52
2020-01-31T23:59:00,64,79,48
2020-02-01T23:59:00,65,78,51
2020-02-02T23:59:00,61,68,53
2020-02-03T23:59:00,56,62,50
2020-02-04T23:59:00,52,62,41
2020-02-05T23:59:00,48,59,36
2020-02-06T23:59:00,54,62,45
2020-02-07T23:59:00,53,61,44
2020-02-08T23:59:00,56,66,46
2020-02-09T23:59:00,54,57,51
2020-02-10T23:59:00,54,59,49
2020-02-11T23:59:00,58,69,47
2020-02-12T23:59:00,54,62,45
2020-02-13T23:59:00,54,64,44
2020-02-14T23:59:00,53,62,44
2020-02-15T23:59:00,55,65,44
2020-02-16T23:59:00,55,64,45
2020-02-17T23:59:00,54,62,46
2020-02-18T23:59:00,57,62,51
2020-02-19T23:59:00,57,62,52
2020-02-20T23:59:00,59,69,48
2020-02-21T23:59:00,62,72,51
2020-02-22T23:59:00,56,60,52
2020-02-23T23:59:00,57,62,52
2020-02-24T23:59:00,57,63,50
2020-02-25T23:59:00,64,79,48
2020-02-26T23:59:00,69,80,57
2020-02-27T23:59:00,67,81,53
2020-02-28T23:59:00,71,85,57
2020-02-29T23:59:00,59,66,51
2020-03-01T23:59:00,55,59,51
2020-03-02T23:59:00,56,63,48
2020-03-03T23:59:00,62,76,47
2020-03-04T23:59:00,58,64,52
2020-03-05T23:59:00,61,70,52
2020-03-06T23:59:00,59,64,54
2020-03-07T23:59:00,59,62,55
2020-03-08T23:59:00,58,62,53
2020-03-09T23:59:00,60,69,50
2020-03-10T23:59:00,62,68,56
2020-03-11T23:59:00,63,67,59
2020-03-12T23:59:00,58,61,54
2020-03-13T23:59:00,57,59,54
2020-03-14T23:59:00,59,62,55
2020-03-15T23:59:00,58,62,54
2020-03-16T23:59:00,58,63,53
2020-03-17T23:59:00,54,59,49
2020-03-18T23:59:00,52,57,47
2020-03-19T23:59:00,56,61,50
2020-03-20T23:59:00,56,62,50
2020-03-21T23:59:00,58,63,52
2020-03-22T23:59:00,60,68,51
2020-03-23T23:59:00,58,62,53
2020-03-24T23:59:00,58,63,53
2020-03-25T23:59:00,59,62,55
2020-03-26T23:59:00,55,59,50
2020-03-27T23:59:00,53,60,46
2020-03-28T23:59:00,54,61,47
2020-03-29T23:59:00,56,62,49
2020-03-30T23:59:00,60,67,52
2020-03-31T23:59:00,61,67,54
2020-04-01T23:59:00,58,65,51
2020-04-02T23:59:00,61,65,56
2020-04-03T23:59:00,58,63,52
2020-04-04T23:59:00,60,63,56
2020-04-05T23:59:00,59,63,54
2020-04-06T23:59:00,57,61,53
2020-04-07T23:59:00,57,62,52
2020-04-08T23:59:00,55,60,50
2020-04-09T23:59:00,55,59,50
2020-04-10T23:59:00,53,55,51
2020-04-11T23:59:00,56,63,49
2020-04-12T23:59:00,58,60,55
2020-04-13T23:59:00,59,63,54
2020-04-14T23:59:00,60,65,54
2020-04-15T23:59:00,63,74,52
2020-04-16T23:59:00,61,68,53
2020-04-17T23:59:00,59,64,54
2020-04-18T23:59:00,60,64,56
2020-04-19T23:59:00,61,64,57
2020-04-20T23:59:00,61,64,58
2020-04-21T23:59:00,62,65,58
2020-04-22T23:59:00,64,73,55
2020-04-23T23:59:00,68,77,58
2020-04-24T23:59:00,70,79,61
2020-04-25T23:59:00,70,79,61
2020-04-26T23:59:00,72,84,59
2020-04-27T23:59:00,66,71,60
2020-04-28T23:59:00,66,70,61
2020-04-29T23:59:00,65,68,61
2020-04-30T23:59:00,66,69,62
2020-05-01T23:59:00,66,70,61
2020-05-02T23:59:00,66,72,59
2020-05-03T23:59:00,65,69,60
2020-05-04T23:59:00,64,71,56
2020-05-05T23:59:00,69,77,61
2020-05-06T23:59:00,72,82,61
2020-05-07T23:59:00,68,75,61
2020-05-08T23:59:00,67,72,61
2020-05-09T23:59:00,66,69,63
2020-05-10T23:59:00,66,69,63
2020-05-11T23:59:00,65,68,61
2020-05-12T23:59:00,64,70,57
2020-05-13T23:59:00,63,68,58
2020-05-14T23:59:00,64,70,57
2020-05-15T23:59:00,66,71,60
2020-05-16T23:59:00,66,72,60
2020-05-17T23:59:00,67,71,62
2020-05-18T23:59:00,67,71,62
2020-05-19T23:59:00,63,67,58
2020-05-20T23:59:00,63,70,56
2020-05-21T23:59:00,65,72,57
2020-05-22T23:59:00,64,68,60
2020-05-23T23:59:00,64,67,61
2020-05-24T23:59:00,64,69,58
2020-05-25T23:59:00,67,72,61
2020-05-26T23:59:00,67,72,62
2020-05-27T23:59:00,68,73,62
2020-05-28T23:59:00,67,71,62
2020-05-29T23:59:00,65,67,62
2020-05-30T23:59:00,66,70,62
2020-05-31T23:59:00,64,69,59
2020-06-01T23:59:00,66,72,59
2020-06-02T23:59:00,67,72,61
2020-06-03T23:59:00,73,82,63
2020-06-04T23:59:00,66,68,63
2020-06-05T23:59:00,66,69,62
2020-06-06T23:59:00,65,68,61
2020-06-07T23:59:00,65,70,59
2020-06-08T23:59:00,68,79,57
2020-06-09T23:59:00,77,91,63
2020-06-10T23:59:00,76,87,64
2020-06-11T23:59:00,70,78,62
2020-06-12T23:59:00,66,70,62
2020-06-13T23:59:00,66,70,61
2020-06-14T23:59:00,66,70,61
2020-06-15T23:59:00,66,69,62
2020-06-16T23:59:00,67,70,63
2020-06-17T23:59:00,65,68,61
2020-06-18T23:59:00,65,68,61
2020-06-19T23:59:00,66,69,63
2020-06-20T23:59:00,66,69,62
2020-06-21T23:59:00,66,68,63
2020-06-22T23:59:00,65,67,63
2020-06-23T23:59:00,67,70,63
2020-06-24T23:59:00,65,68,61
2020-06-25T23:59:00,65,68,62
2020-06-26T23:59:00,67,71,62
2020-06-27T23:59:00,68,71,64
2020-06-28T23:59:00,66,68,63
2020-06-29T23:59:00,65,69,61
2020-06-30T23:59:00,65,71,59
2020-07-01T23:59:00,67,69,64
2020-07-02T23:59:00,68,72,63
2020-07-03T23:59:00,66,73,59
2020-07-04T23:59:00,70,75,64
2020-07-05T23:59:00,73,82,63
2020-07-06T23:59:00,70,79,61
2020-07-07T23:59:00,70,75,65
2020-07-08T23:59:00,68,73,63
2020-07-09T23:59:00,67,73,61
2020-07-10T23:59:00,71,77,64
2020-07-11T23:59:00,73,80,65
2020-07-12T23:59:00,73,80,66
2020-07-13T23:59:00,72,77,67
2020-07-14T23:59:00,70,74,66
2020-07-15T23:59:00,70,74,66
2020-07-16T23:59:00,71,74,67
2020-07-17T23:59:00,71,75,66
2020-07-18T23:59:00,69,74,64
2020-07-19T23:59:00,69,73,64
2020-07-20T23:59:00,68,72,63
2020-07-21T23:59:00,70,73,66
2020-07-22T23:59:00,67,70,64
2020-07-23T23:59:00,67,70,63
2020-07-24T23:59:00,68,72,64
2020-07-25T23:59:00,69,73,65
2020-07-26T23:59:00,68,72,64
2020-07-27T23:59:00,69,73,64
2020-07-28T23:59:00,67,71,63
2020-07-29T23:59:00,68,72,64
2020-07-30T23:59:00,67,72,62
2020-07-31T23:59:00,71,77,64
2020-08-01T23:59:00,71,76,65
2020-08-02T23:59:00,69,75,62
2020-08-03T23:59:00,69,73,64
2020-08-04T23:59:00,69,73,65
2020-08-05T23:59:00,68,71,65
2020-08-06T23:59:00,68,72,63
2020-08-07T23:59:00,67,72,61
2020-08-08T23:59:00,70,75,65
2020-08-09T23:59:00,69,73,64
2020-08-10T23:59:00,69,73,64
2020-08-11T23:59:00,68,73,63
2020-08-12T23:59:00,68,75,60
2020-08-13T23:59:00,77,86,68
2020-08-14T23:59:00,77,85,68
2020-08-15T23:59:00,77,83,70
2020-08-16T23:59:00,77,83,71
2020-08-17T23:59:00,75,81,69
2020-08-18T23:59:00,79,86,71
2020-08-19T23:59:00,77,82,72
2020-08-20T23:59:00,78,84,71
2020-08-21T23:59:00,81,90,71
2020-08-22T23:59:00,82,88,75
2020-08-23T23:59:00,78,83,73
2020-08-24T23:59:00,77,81,72
2020-08-25T23:59:00,75,78,71
2020-08-26T23:59:00,73,77,68
2020-08-27T23:59:00,74,80,67
2020-08-28T23:59:00,72,75,68
2020-08-29T23:59:00,70,74,66
2020-08-30T23:59:00,71,75,66
2020-08-31T23:59:00,70,74,66
2020-09-01T23:59:00,71,75,67
2020-09-02T23:59:00,69,73,64
2020-09-03T23:59:00,72,76,67
2020-09-04T23:59:00,73,79,67
2020-09-05T23:59:00,78,88,68
2020-09-06T23:59:00,88,101,75
2020-09-07T23:59:00,74,78,70
2020-09-08T23:59:00,72,75,69
2020-09-09T23:59:00,72,79,65
2020-09-10T23:59:00,71,81,61
2020-09-11T23:59:00,70,77,62
2020-09-12T23:59:00,70,77,62
2020-09-13T23:59:00,69,75,63
2020-09-14T23:59:00,70,78,62
2020-09-15T23:59:00,71,79,63
2020-09-16T23:59:00,74,84,64
2020-09-17T23:59:00,76,87,65
2020-09-18T23:59:00,77,89,65
2020-09-19T23:59:00,73,79,66
2020-09-20T23:59:00,69,73,65
2020-09-21T23:59:00,69,74,64
2020-09-22T23:59:00,70,75,64
2020-09-23T23:59:00,70,78,62
2020-09-24T23:59:00,70,78,61
2020-09-25T23:59:00,69,73,65
2020-09-26T23:59:00,69,73,64
2020-09-27T23:59:00,68,71,65
2020-09-28T23:59:00,70,78,61
2020-09-29T23:59:00,73,83,63
2020-09-30T23:59:00,80,92,67
2020-10-01T23:59:00,83,96,70
2020-10-02T23:59:00,79,91,67
2020-10-03T23:59:00,75,87,63
2020-10-04T23:59:00,76,87,65
2020-10-05T23:59:00,74,83,65
2020-10-06T23:59:00,71,80,61
2020-10-07T23:59:00,69,74,63
2020-10-08T23:59:00,69,73,64
2020-10-09T23:59:00,69,73,64
2020-10-10T23:59:00,69,72,65
2020-10-11T23:59:00,67,73,61
2020-10-12T23:59:00,72,82,61
2020-10-13T23:59:00,76,89,63
2020-10-14T23:59:00,75,85,64
2020-10-15T23:59:00,77,87,66
2020-10-16T23:59:00,71,83,59
2020-10-17T23:59:00,69,77,60
2020-10-18T23:59:00,68,75,60
2020-10-19T23:59:00,69,73,65
2020-10-20T23:59:00,68,72,64
2020-10-21T23:59:00,67,71,62
2020-10-22T23:59:00,68,71,65
2020-10-23T23:59:00,69,72,65
2020-10-24T23:59:00,68,70,65
2020-10-25T23:59:00,65,68,61
2020-10-26T23:59:00,65,76,53
2020-10-27T23:59:00,64,76,51
2020-10-28T23:59:00,64,74,53
2020-10-29T23:59:00,64,75,53
